positivity,text
1,another day of wild swings on the stock market ended with another virtual stalemate stocks opened higher rose until noon dipped rose and fell again 
1,representative richard bolling democrat of missouri who is chairman of the joint economic committee of congress said that the march unemployment rate represented surprisingly good news despite the cold weather and the coal strike the unemployment rate only crept up by tenth of point he said employment has shown healthy increase hours worked are up and the number of discouraged workers is down 
1,his comments today prompted traders and investors to sell securities now because another interest rate increase might force prices lower the dow jones industrial average fell points to while the interest rate on the benchmark year treasury bond rose to percent from percent on tuesday 
0,government securities prices declined slightly yesterday even though the federal reserve system purchased treasury bills and some short term coupon bearing issues 
1,the most recent swing in the forecasts came after the government released figures this month showing unexpected strength in employment and retail sales data that contradicted an earlier string of numbers indicating weakness in the economy the new numbers produced some very noticeable about faces 
2,a towers perrin survey shows that chief executives in the united states earn almost twice as much as their counterparts in canada and germany which rank second and third respectively in chief executive compensation the higher american compensation reflects stock options and other special long term incentive
0,with banks short of capital short of earnings and long on losses they are seizing every opportunity to increase their spreads on all manner of lending said lowell bryan head of the banking group at mckinsey company the management consulting firm consumers and smaller businesses which do not have much alternative to banks if they want to borrow are going to have to pay for banks bad lending decisions in the past 
1,the sales outlined in the bank quarterly report were the most concerted attack on the dollar since the billion of sales from august through october in this was when the united states and its industrial allies after an agreement reached at the plaza hotel in new york moved together to stop the long term rise in the dollar that had brought it to record highs and led to record trade deficits in the united states 
1,washington jan secretary of the treasury john connally acknowledged to large audience of businessmen today that the budget deficit in the current fiscal year would be close to billion but he told them that you ought to be applauding it 
1,recalling that more than decade of public discussion of the principles of central banking preceded the establishment of the federal reserve system dr burgess said the gravest threat is that this generation is treating the federal reserve system as just one more government agency and losing sight of its major purposes and neglecting the safeguards which are necessary to protect it in the fulfillment of its great objectives 
1,but still the news on inflation is positive he added based on anything we can clearly see it would be hard to make percent increase for the year mr tibbetts said 
0,the decline of six tenths of percent was the third straight drop in production by the nation factories mines and utilities and brought the drop for the final quarter of to an annual rate of nearly percent below that of the july september period 
2,on tuesday stocks rallied the advance continued throughout most of the week with trading volume holding steady 
1,leadership during the session shifted from one section to another and closing prices were off slightly from the peaks of the day business continued heavy with transfers on the stock exchange of shares on thursday the session also broadened considerably and trades took place in individual stocks of these were higher and lower at the finish 
1,the latter drew plaudits from economic observers who felt the fed had been too quick to shift to an easier money position last summer after the adoption of fiscal restraint it now appears that fed policy will remain fairly taut while it pursues wait and see attitude on the course of the economy 
1,but it did not still investors were treated to roller coaster ride in which the dow after rising briefly plunged by points and then climbed before stabilizing in the heaviest trading day ever these swings occurred for no clear reason the wrenching midday plunge was followed by an equally stunning rise
0,the moves also reflect the fears of some executives that the stock market slide since august may not be over 
0,but others in the government including paul volcker chairman of the federal reserve board and william miller the treasury secretary caution that controls would deal another blow to the housing and automobile sectors of the economy already depressed by weakening demand 
1,instead they have thrown the problem of determining guidelines to the tripartite pay board that george meany insisted upon to price commission consisting only of public members and to panoply of auxiliary panels the administration has retained some vague general responsibility over these new bodiesenough to put in doubt mr meany acceptance of membership in the pay board designed to his order 
1,s reported total return of percent including dividends for the stock index in good argumentt can be made for raising that figure to stocks the total return on the p will always be higher than the simple price appreciation if dividends are paid 
0,euphemisms aside everyone knows that severe slump would impose heavy pressures on the banks and that widespread banking crisis would seriously worsen the downturn hence the real question cannot be avoided how worrisome is the condition of the banking system the markets hailed for their efficiency by conservative politicians and economists alike have spoken eloquently on the subject by marking down the values of bank securities both official regulators and private bank analysts have insisted that many of the largest american banks must strengthen their capital base of face excessive risks 
0,around the world globalization has lowered barriers to entry but some of its costs like large scale job losses have created fertile conditions for politicians hoping to build national champions and keep out foreign buyers also national security concerns about everything from energy sources to ports have coalesced into government action to keep strategic assets out of foreign hands 
2,mortgage rates tend to track those yields the fed started buying mortgage backed securities on monday and had bought total of billion in securities as of wednesday 
2,the only real move of the day occurred after comments in zurich by deputy secretary of the treasury lawrence summers he said he was more optimistic about the s economy than at any other time in my career 
2,signed by allan sproul president the report points out that presented paradoxical record of economic change the national economy up to the middle of the year had given striking demonstration of the recuperative power and capacity for growth of an enterprise system largely free of detailed government intrusion 
0,washington nov underscoring that the economic recovery has slowed to near standstill labor department figures showed today that payroll jobs failed to rise in october and that the unemployment rate edged back up to its august level of percent 
1,instead what they got was constant succession of rises and declines and all on minor scale prices dipped on monday firmed on tuesday eased again on wednesday and moved back up on thursday none of the daily changes was large on friday after another small advance the new york times combined average of fifty stockstwenty five rails and twenty five industrialsstood at for net gain for the week of points 
1,inflationary implications but economists worried both about the ability of the economy to maintain that export momentum and about the inflationary impact if it does with employment at high levels they cautioned that the export surge may be pushing up against the capacity to produce in number of industrial sectors and that this could have inflationary implications 
1,the stock market continued yesterday to advance despite the threat of strike against some of the important steel producers prices were sustained by return of public participation and the composite rate showed gain of point although the advance was bit more labored than in earlier sessions this week the morning provided the only hesi tant period of the day 
1,ratio of idle stayed at for april but number of jobholders rose by to million record
1,he is optimistic about the outlook the focus on fundamentals however means that economic data will have to keep coming in at or above expectations to keep investors happy further decline in the dollar may be drag on stocks by discouraging foreigners from buying equities in the united states and if oil prices do not decline significantly they will become drag on growth 
1,there is scarcely an economist anywhere now who does not believe that proper amount of tax reduction administered at the right time can reverse downward spiral it is simply matter of getting the recovery process going 
0,as result the purchasing agentsthe men charged with buying supplies for the nation manufacturers and other businesseshave already increased their orders somewhat about percent of the members indicated inventory was on the rise in september compared with only percent indicating such build up at the start of the preceding month the association said tight control is still very much in evidence as members add to stocks reluctantly nevertheless members speak of possible future additions particularly in steel 
0,it has gone from being source of strength to being small drag said stuart hoffman chief economist at the pnc financial corporation in pittsburgh 
0,politicians and their aides were nearly as murky in their answers to these questions today as stock brokers were in answering the queries of their panicked clients most of my day was dedicated to satisfying my clients and holding their hands so they wouldn do something foolish said wallace gladney stockbroker here in the state capital for years 
2,wall street appeared to be paying more attention to the new bulletins from washington than to the generally favorable developments in the economy reflected in the good looking earnings reports publicized by the wire services 
1,the fragile advance in the credit markets of the past week and half wavered yesterday interest rates on major new bond issues were lowered slightly and then they sold relatively slowly 
1,applications for mortgage refinancings have continued at record levels in recent weeks buoyed by the attraction of low interest rates that have brought homeowners back to the table to arrange lower cost loans the surge continued pattern in which refinancing applications have outpaced initial applications in most months over the last two years 
1,treasury bond yields continued to fall yesterday actually slipping below percent briefly amid continuing expectations of further interest rate cuts by the federal reserve the yield on the long bond hit its lowest level since november 
1,but they have doubts about their judgment and worry that if they are wrong raising interest rates to stop inflation could halt the nation economic expansion prematurely 
1,but the closeness of the final result especially in the big industrialized states has convinced the labor hierarchy that immediate pressure on such divisive issues as federal repeal of state right to work laws would impede the paramount task of unifying the country behind carter initiative to curb joblessness without reigniting inflation 
1,in september year ago before the sharp upward trend began the average effective interest rate was percent thus the rise has been about three quarters of one percentage point 
1,agers may win or lose accounts based on their votes institutions get lot of pressure from corporations on how they will vote said robert gintel the head of gintel equity management which owns shares of pittston it can be direct or indirect or it can be self imposed you know they are watching 
1,then there was the news that food prices dropped percent in the last three months indeed they have at the wholesale level but at the supermarkets the price continued to rise arousing warnings from president carter that retailers should re examine their pricing policies he cited an extraordinary increase in the spread between farm and store prices percent for meat for example 
1,the report authors also concluded that the economic effects of the terrorist attacks were sharp but short lived and had largely disappeared by the end of in the first months after the attacks some analysts had predicted that the damage to the economy would be permanent 
1,but rapid increases in other construction spending made up for large part of the decline nonresidential construction spending rose at an annual rale of almost percent in the quarter and local government investment spending principally on things like roads and schools climbed at an annual rale of almost percent 
0,negotiations between the union and basic steel producers are expected to start within two weeks the present two year contract expires on june and the union will be free to strike thereafter 
0,the fact is that detailed examinations of the impact of the last two decades inflation upon americans have been few and far between we know all about the manner in which inflated supermarket prices can eat away last year pay raise and the nixon administration ill starred efforts to halt inflation are all too familiarculminating
1,increases are small both measures of jobs in the economy one based on household sample survey and the other on employer payroll reports showed very small increases in december this marked at least temporary interruption of the strong growth in total jobs that began at mid year 
1,and now an increasingly vocal constituency is saying that maybe the world has changed maybe the annual inflation rate can get as high as percent it is percent today and still not shoot up as it did in the they are manufacturers retailers and some bankers among others all are prospering and they argue that their newfound prosperity might not last without little tolerance of rising inflation 
1,however as the wall street saying goes never argue with the tape the banks committed their money and for the latest quarter at leastthe news was good for change 
1,as interest rates come down and inflation remains low investor psychology and investment practices are shifting from the pattern of the last five years when there was widespread bias against long term bonds in favor of short term issues whose value would not fall the next time inflation turned up 
2,the signs in utah have been most encouraging says mr mathews who cites the highest growth in three years in the goods producing sector of particular note are the primary metals aerospace and food manufacturing sectors according to mr mathews 
2,it may cost to fill the tank of car but on may the treasury announced that the current series bonds would carry miserly initial annual yield of percent compared with percent for those sold in the previous six months 
0,if the s housing market slump causes serious credit crunch and pushes the country economy into recession the bank of japan may face calls for rate cut from the japanese government and businesses said akio makabe professor of economics at shinsliu university 
2,this concern seems comical in retrospect productivity upward trajectory has become even steeper in the decades since yet people are working just as hard as ever 
0,the muggers economic slump might be partly related to the city since there are fewer workers and shoppers to rob in midtown but many observers criminologists local merchants street criminals believe the decline is chiefly due to extra police officers on foot patrol and some experts think the success of the police in midtown augurs well for the rest of the city 
2,even in the the recovery on wall street created hundreds of thousands of jobs not even counting spinoff employment for building maintenance people and limo drivers these were the glory days when midlevel clerical workers were pocketing to in salary and bonuses and secretaries who worked past got overtime dinner money and driver to take them home 
0,when the stock market collapsed on oct dire predictions were made about the ability of the nation economy to rebound from such cataclysmic event yet months later according to many experts the economy and the financial markets are sound the business forum editor joel kurtz man talked to experts about what they have learned since the stock market fell 
0,mr boas said the annual fete was not canceled but postponed year but if you can tell me what the market is going to do 
2,the figures on jobs were the last that will be issued before the elections next tuesday labor secretary willard wirtz asserted that the figures showed substantial improvement in the economy since the kennedy administration took office in january 
1,one likely target of the budget cutting is proposed increases in capital spending on mass transit according to congressional aide which could have an impact on plans to upgrade the new york city transit system 
1,weighing upon market psychology were the heavy net redemptions of mutual fund shares and some adverse news on the inflation front after the close of trading on tuesday it was announced that redemptions of fund shares during may or the difference between cash ins and new sales amounted to million 
0,of course person does not have to be in the executive suite to ask for fringe benefits instead of raise but middle level workers may encounter resistance 
0,the index which is general measure of price trends that will be seen at the consumer level in the future has now declined or remained about unchanged in the last four months for the last months the index is up percent and many economists now agree that for this year the index will only rise about percent only slightly more than the percent rate of 
0,bond dealers reported no trading late in the afternoon after the central bank announcement which was carried over wall street news tickers at m 
0,but the bonus days are over and prices are going up as builders adjust to sharp increases in the cost of labor and materials 
1,thus the recent steady stream of positive economic news has only reinforced the first of their two views and that was reflected in the gold market last week 
2,for months mutual fund investors have been feasting on fat stock market now they are starting to look like gluttons 
0,the new york times combined average dipped points to close at this loss reduced the month gain to the industrial average was down at and the rail component fell to 
0,the steel issues also lost ground despite the rather sharp production upturn percent reported at the start of the week nonferrous metal stocks however ran counter to the trend and chalked up some gains after producers posted price increases notably the lucent pound rise on aluminum iingots by the whole industry 
0,grain prices are at disaster levels already said cyril carpenter president of the minnesota farmers union who warned that the situation would worsen there must be something we can do that doesn hurt people at home worse than it hurts our enemies abroad 
2,we may look forward to another strong year for real estate in if mortgage interest rates remain at manageable levels the relatively low rates to date have enabled many firsttime home buyers to afford typical westchester housing prices the low rates have also helped new york city co op owners sell their units to first 
0,longer term market picture has been different over the last years he said dividends have accounted for larger proportion of stockholders returns than share price appreciation we have been making the investment case that there is going to be reversion to quality companies those with more stable growth in earnings and dividends mr biggar said 
1,now the deficit is all but gone and the tax cutting wing of the republican party is panting at the prospect of big surpluses that could be returned to voters by lowering taxes but they have already run head on into another fiscal problem the impending insolvency of the social security system and the determined opposition of president clinton who views large scale tax reductions as an excuse to eviscerate needed government programs he even sees risk that the tax cuts would plunge the budget back into deficit 
0, jobs or percent since the largest year to year drop ever recorded the decline brought the job total to lower than at any time since 
1,in the last couple of months we ve seen the speculative buy in advance phenomenon dry up said thomas juster an economics professor at the university of michigan and director of the institute for social research the dominant mood of the nation is that this is time for retrenchment the institute survey research center conducts monthly interviews with households providing widely followed barometer of consumer attitudes 
1,but they also say that changing the budget law without making what an administration economist called down payment on some enduring budget reduction strategy would be economically and politically disastrous 
0,the economy braked sharply in the first three months of the year the government reported yesterday expanding at its slowest pace in two years as rising energy prices spurred burst of increased inflation and dragged down spending by businesses and consumers 
1,yields of government securities fell yesterday for the third straight day as inflation concerns eased in the bond market amid signs that economic growth this year may not be as strong as some have forecast 
1,but now he said though the economy needs slowdown in the rate of growth if inflation is ever to be controlled maintaining the present level of credit restraint for much longer would create serious risk of recession in 
1,the president has urged general lowering of prices without specifying the amount and vesterday he recommended minimum wage of cents under the fair labor standards act 
1,the democratic plan offered by mr gephardt will include an increase in income taxes for the wealthy large cuts in military spending and possibly some form of new tax on oil or gasoline 
0,stock market debt is not excessive now but it has been rising fast according to the new york bankers who lend most of the money to brokers and dealers 
2,pushed up by higher interest rates optimism about the economy and technical factors the dollar rose against all major currencies except the canadian dollar in moderately active trading yesterday 
0,so far this year commercial and industrial loans have decreased by compared to an increase of 
1,challenging the stereotype of the poor as single mothers on welfare who soak up more and more tax dollars new study has found that only one in four poor households in new york city is headed by single parent and that spending on welfare in the city when adjusted for inflation has declined by percent since 
0,the reversal of the area position consumer price index increases following decade and half in which it was exceeding the national rate of price rises was dramatic turnaround according to the bureau and one of the few cheering notes in arr otherwise somber annual review of economic trends here 
1,in rare coincidence the dow jones industrial average rose by the exact amount it lost the day before closing at up points 
0,the modest urban program that he announced today for example seems practically the least he could do politically to appease the urban constituency that has been clamoring for more than year for aid to the nation cities but modest as it is the administration calculates the urban package will add billion to the billion budget deficit for the fiscal year starting next october 
1,the improvement is showing up in smaller indicators as well the brooklyn union gas company for example said that customers were paying their bills percent faster this year than they were last year 
0,some people fears of higher interest rates center on prospects that the economy is pulling out of the recession and that the growth of the money supply will be fast enough to make federal reserve tighten the availablity of credit in the banking system and push up rates other people however say stable or lower rates are likely because the economy remains weak money supply growth will not accelerate and inflation is subsiding 
2,come what may financial crisis here military misadventure there americans could count on money sloshing up thick on their shores virtually limitless demand for american government bonds has supported the dollar value and kept domestic interest rates down americans have been emboldened to spend in blissful disregard of their debts secure that foreigners would always supply finance and that devil may care spending has in turn fueled economic growth around the world 
1,french lick ind april except for scattered adjustments of excesses already under way there is no evidence that period of economic recession may be expected at any time in the immediate future according to group of top banking executives from six key areas of the nation the bankers among those attending the executive council sessions of the american bankers association here stated today that the earlier forecasts of certain economic observers that recession would develop this spring have now been disproven 
2,rates on shorter maturity bills gained only slightly benefiting as investors moved away from the volatility of the long end to the relative safety of the short end 
1,stocks staged their second successive post christmas advance yesterday the stock market was strong and active in the morning then weakened in later trading 
1,last week surge in the stock market which was accompanied by heavy volume that included turnover of million shares on thursday the second busiest day in big board history extended the market booming pre election rally through its ninth successive week 
0,i have changed my rating on the stock from negative to neutral said jeffrey ashenberg vice president at dean witter reynolds over the next year the stock should sell somewhere between to per share based on my earnings estimates the immediate effect of this program is not good but longer term investors will be better compensated by what gillette management can do with the company than what an outsider might have done 
1,the year benchmark bond by which many commercial and consumer loan rates are set fell to price of to yield percent up from percent on thursday and the highest yield since percent last july 
0,detroit oct the general motors corporation posted billion third quarter loss today and the ford motor company recorded million loss as the recession ravaged united states auto industry skidded toward its worst year in history 
1,in their public statements this fall top officials have tried to soothe anxiety rather than offer policy prescriptions instead of using the harsh word recession they have talked about tough times slowdown and downturn 
2,washington dec congressional conferees agreed today on legislation that would provide jobs pext year and pay cash benefits to as many as million workers not now covered by unemployment compensation of which is unknown but which would probably be much more expensive than emergency job legislation that president ford has sought may be passed by both houses of congress tomorrow and sent to the white house 
1,the recovery in light volume was helped as oil prices retreated later in the day the oil price on the new york mercantile exchange for janu ary delivery ended up after having climbed more than earlier in the day as the united states pressed for united nations resolution setting deadline for iraqi withdrawal from kuwait 
0,the fed general policy shift over the past two or three weeks has been toward an easing in bank reserve pressures economists at aubrey lanston company said in market commentary dated may slower growth in basic money supply in may and the prospect for slow growth in june should lead the fed to provide enough reserves to result in rate of percent to percent for overnight bank loans in the federal funds market they said down from percent and percent in the weeks ended may and may 
1,professional operations continued to account for the greater part of the business on the big board the market is currently so hemmed in by technical considerations with little definite opinion expressed by observers as to the national economic outlook that most daily traders have fallen completely back on the averages for guidance it is explained but even in this respect trading range of points over the past month offers little basis for operations 
1,mr armstrong well think congress is responsible not to say that think president reagan has provided the kind of decisive and bold leadership on the budget that wish he would 
1,mr obama advisers have projected that the multifaceted economic plan would cost billion to billion it would be tile largest stimulus package in memory and would most likely grow as it made its way through congress although mr obama lias secured democratic leaders agreement to ban spending on pork barrel projects 
0,interest rates in japan and west germany are suddenly surging in the process dragging up american rates at what most economists say is just the wrong moment for the nation fragile economy 
1, if there had not been war would say yes we are coming out of recession mr linden said but this jump in the index is too big to be explained by saying that people feel all that great about the economy and their jobs 
1,companies have been shifting their businesses into mergers and acquisitions corporate finance and arbitrage these were in place prior to the crash but now they have assumed greater importance 
1,nonetheless administration economists continued to insist that weakness in autos and housing point to general if mild recession some analysts thought they saw early signs in decline in the ratio of black teenagers with jobs to percent in december from percent early in 
0,what been pushing the stock market down in recent weeks of all the reasons market analysts offer for why investors are building their cash positions elsewhere perhaps none is as pertinent as the fact that returns on treasury bills and bonds remain greater than the average income from stock dividends 
1,reports from the floor at that point indicated as one observer put it people felt things couldn be all that bad and they began buying stock again 
1,washington july industrial production rose further in juie but the rate of increase for the last two months has slowed from the rapid pace of earlier this year the federal reserve board reported today 
0,the renewed battering of the dollar in european currency trading sent shock waves through wall street yesterday and the stock market was unable to sustain its burgeoning rally 
1,in another hold gambit to restore confidence in the financial system the fed announced that it would provide backstop for the short term debt that many money market funds hold the central bank will buy certificates of deposit and certain types of commercial paper from the funds in hopes of restoring the free flow of credit and easing worries about the investments it is the third program of its kind that the fed has announced this month 
1,during roughly the same period most european unemployment rates adjusted to united states measurement concepts were far below the united states average of percent france percent sweden percent west germany percent japan percent had american unemployment been reduced to these ranges for the period production of goods and services in the united states would have risen by staggering total of trillion in dollars 
1,dallas june mayor lindsay calling for fresh assault on unemployment in new york announced today that the city would make door to door survey of the jobless and establish neighborhood employment centers covering every part of the city that needs them 
1,low trading costs new trading technology and instantly available financal data all are fomenting wide swings in stock prices
1,the new york city money market banks were under considerable reserve pressure during the week on daily average they were in deficit position with respect to required reserves from other banks at the end of the reporting week rose by 
1,commodity prices because of the worsening drought steep decline in treasury bond prices further rise in crude oil prices and somewhat weaker dollar said sanford magoshes market analyst at shear son lehman hutton 
1,government bond prices climbed as much as point and recently marketed corporate bonds frequently advanced point or more new issues of tax exempt bonds were reported selling quickly 
1,extension of new installment credit in october seasonally adjusted amounted to or more than in september extension for automobile purchases were up by while extensions for other purposes were off repayments in october totaled
1,for the fifth consecutive week there was no decrease in the treasury monetary gold this was the second longest period without change since the seven weeks spanning may to july 
0,although the stock market has exhibited relative indifference to the upward march in treasury bond yields rising interest rates are not good news for equities in the simplest terms higher bond yields currently percent for the year treasury make those instruments more attractive than stocks to many investors 
0, think they just opened all the cages at the zoo said one of those present at the briefing conclusion to iiis companion moments liefore he declined to comment to reporter 
1,the six months before october were time of soaring energy costs and the rates paid on series issues soared with them the change from one rate setting period to the next coincided neatly with the peak in energy resulting in the big difference in yields 
1,warnings that moderation is about to end are certain to come in profusion this week from bal harbour fla where george meany and his fellow leaders of the f c o are holding their midwinter strategy sessions they will find emphatic new ways to restate their complaint that the administration botching of economic policy is obliging workers to shoulder the main burden of both inflation and unemployment but some of the leaders who will be loudest in condemning the old percent anti inflation guidepost are currently negotiating contracts that fudge the issue by stressing costly
1,what he has done in recent speeches and congressional testimony is offer an interpretation of what he meant when he asked whether irrational exuberance has unduly escalated stock prices his answer centers on future corporate profits so far in his emerging explanation profits are expected to continue growing sufficiently to justify the boom in the stock market to date but that could soon change 
0,volume for the week came to shares the smallest in three weeks as measured by the new york times combined average the market wiped out about percent of the preceding week losses the fifty stock average closed at up points on the week 
0,the stockmarket finished mixed yesterday after modest technical recovery managed to erase many of the sharp earlier losses in heavier trading 
1,nevertheless he said we know we re getting near the end and he is already in the midst of his portfolio rearrangement
1,although the economy seldom moves in an unbroken trend in any direction the gyrations this year seem to have been unusually pronounced and so have the policy actions in washington even so over time the economy has managed to trace steady and strongly upward course throughout the months of the current expansionary phase of the business cycle in this country moreover the conseasus is that the continuing recovery still has considerable life left in it
2,the fireworks began around labor day when hertz the industry leader announced that it was slashing rates by percent and expanding unlimited mileage rates for leisure customers month later avis no in the industry retaliated with rates shade lower than hertz then budget also followed the leader price cutting example and national joined the fracas last friday with even lower rates 
0,when that projection was made in the times seemed comparatively good many americans were paying their bills by refinancing their homes that era is rapidly receding as home equity shrinks foreclosures spiral upward and credit card defaults increase 
1,the dispatch touched off the most concentrated selling of the week in the equity market with the result that the dow industrials finished friday at
0,president reagan economic program is fatally flawed because his passion for military strength directly conflicts with his goal of economic recovery his new budget plan will encourage investment in defense production and make it more difficult to find the capital required to revitalize the civilian economy 
0,for the big banks whose fortunes tend to wax and wane with the overall economy these arc challenging times 
2,san francisco oct the chief executive of the nation largest bank said here today that this is the best economic tim for the banking industry to break with past practices and adopt floating prime rate that would move automatically with interest rates in the open market 
2,the average interest rate had been percent at the end of the previous week but it stood at percent for the week ending march and percent the lowest rate since may for the week ended march 
1,based on the auction results new six month money market certificates may be offered at rate as high as percent for week starting thursday 
1,the interest cost to the city was and the bonds were reoffered to yield from percent in to percent in the interest cost to newark reflects an improvement from its last bond issue when he interest cost was percentage points above the bond buyer index yesterday interest cost was percentage point above the index 
1,and for christmas she and her husband are buying expensive art works for each other something they have not done for couple of
1,his remarks were largely devoted to economic policy in metropolis where the financial industry is the single largest source of city revenue 
2,the decline in the important federal funds rate yesterday surprised and delighted skittish financial markets prices of long term bonds rose and short term interest rates fell to their lowest levels in nearly years 
0,these worries appear excessiveand they are not widely held the nation does not seem to be even close to the brink of an economic collapse similar to the disaster of the great depression of the nineteen thirties but there is validity to the wide concern that the current stagnation will degenerate into the worst of the six recessions that have afflicted the united states since world war ii 
0,yet while the economy seemed to be crumbling from the delayed effects of one two punch the bursting of the bubble followed by the terrorist attacks on sept washington was dithering even as the latest statistics showed that the economy had contracted over the summer and that unemployment had surged by half percentage point in october to percent the two parties in congress and the bush administration sank more deeply into an ideological bog over how to respond republicans pushed their plan for another round of tax cuts that would largely benefit companies and upper income people democrats pressed for an approach that would give most help to the unemployed and those with lower incomes and would rely in large part on increased government spending 
0,windowrock ariz dec the navajos the nation largest tribe say that they are facing disaster as result of the recession and federal budget cuts which are causing widespread unemployment and social problems among indians across the nation 
1,but the income funds by and large have lost less money than other mutual fundsparticularly the go go funds but every other kind of mutual fund too for that matter 
1,the year bond fell to for yield of percent up from percent on tuesday which means bondholders lost about for each of bonds the yield yesterday was the highest since may
1,sales of installed solar equipment in were more than double the million that homeowners spent in and industry spokesman hope for similar growth this year the reasons current federal and state tax incentives and according to manufacturers greater consumer acceptance of the viability of solar products 
1,growing expectations that the fed will not raise rates quickly helped the market said terrence crowe trader at the nikko securities company it lent base of support to market that was cheap and oversold he said 
1,prices opened firm in heavy trading fell back on the noontime announcement of congressional study of the steel price increases and then recovered to the highest levels of the day after republic stool announced that would raise some prices 
0,another factor that usually would be bullish for the credit markets was the government report of only very modest rise of three tenths of percent in retail sales for march and downward revision for february the government originally had reported that retail sales had declined four tenths of percent in february but yesterday that was revised to percent decline 
1,today the treasury will sell billion of bills evenly divided between three and six month maturities on wednesday it plans to sell billion of cash management bills due in days these short term bills which are intended to carry the treasury through its low cash period before the march and april tax payment dates are sold in minimum denominations of million 
1,one such factor was decline in the federal funds rate to percent for most of the day from percent on monday federal funds are overnight balances that banks buy and sell among themselves it is the rate most directly affected by the actions of the federal reserve 
0,for the united states higher public savings rate will be required to ensure long term fiscal sustainability mr lipsky said 
1,last year mr nygren loaded up on big brand name stocks including wal mart citigroup time warner anheuser busch mcdonald walt disney and gap both of the oak mark funds he manages fall into the large cap value category and value funds are not generally associated with well known companies but he said the value label wasn static we think owning great growth businesses at average prices he said is just as much value investing as owning average companies at great prices 
1,while those steps seemed aimed at appeasing middle class voters mr dinkins also addressed the poor offering several plans to help them as well 
0,yet applications for food stamps providing federal subsidy for part of stamp user supermarket bill have increased dramatically in recent months
2,long term treasury bond yields for example climbed slightly higher than percent friday and rates on three month and six month treasury bills topped percent high grade corporate bond yields reached percent and medium quality utility bonds hit percent triple tax exempt bond yields reached percent and medium grade municipal bonds paid investors percent 
0,investors were so cheered by the unexpected slowdown in producer price inflation that they kicked off asurge in stock prices at the opening of the market and further encouraged by robust earnings reports kept it going as the day went on 
2,washington nov americans enjoyed last year one of the largest post war increases in the standard of living the federal reserve bulletin said tonight nearly all of the increase in dollar outlays over the past year represents gain in real consumption as average consumer prices have changed relatively little it declared the growth in per capita real takings of goods and services during the past year was one of the largest in the post war period 
0,walter williams head of american business econometrics of ridgewood j recently calculated that by september the four percentage point decline in short term rates over the last two years would result in drop of billion annually in interest receipts of households at the same time households interest payments will have fallen by only billion year 
1,this figure has been compiled for use within the department of health education and welfare the total may be slightly higher now because of exhaustions of unemployment compensation benefits however since general unemployment has declined somewhat since april the total relief load has probably changed little 
